Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date, Base Bid , Cost SF ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments
18-338,Experian Phase 2 Building C ,"Tenant Improvement 2,3,4 Floors",475 Anton Blvd. ,Costa Mesa,CA, 441 OC ," 71,595 ", TI , Select Bid List , Engineered , Frank , Est. , CA ,7/18/2018," $817,710 ",," $154,586 "," $103,449 "," $14,994 "," $14,757 ",,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-339,HUCLA Air Handler rework,2 new circuits for motors,1000 W. Carson St,Carson,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Doyle , S.P. , CA ,7/13/2018," $6,000 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-340,"B|Braun Medical, PAB office Relocate",Tenant Improvement,2525 McGaw Ave,Irvine,CA, 441 OC ," 1,950 ", TI , Select Bid List , Design/Build , Brian , S.P. , CA ,7/19/2018," $47,149 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-341,Deutsche Santa Ana IR scan,IR scan,1861 St. Andrews Place,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/17/2018," $7,900 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-342,HHI Lab Mechanical,New EF and FAU for the Lab,16200 Sand Canyon Ave,Irvine,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Steve  , Est. , CA ,7/18/2018," $10,072 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,Nelson + Morris,Andrew Lombardo,,,,,,,,,,,,,,,,,,,,,
18-343,Anaheim Corp refeed outside lighting,Refeed outside lighting,2170 Towncenter Place,Anaheim,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,7/19/2018, $990 ,,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-344,CCH - 9th Floor Conrerence Room,Change of use remodel,2070 Century Park East,Los Angeles,CA, 11 LA ," 1,055 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,7/20/2018," $14,044 ", $13.31 ,,,,,,,,,,Lost,, $- ,,,,,,,,,HBC,Genevieve West,,,,,,,,,,,,,,,,,,,,,
18-345,Northrup Gruman Palmdale,Paint Booth  ,3520 E Avenue M,Palmdale,CA, 441 OC ,, Industrial , Select Bid List , Design/ Assist , Brian , S.P. , CA ,8/7/2018," $88,520 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-346,"B|Braun Medical, Main Plant Boiler",Feeder to 150hp compressor,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,7/20/2018,,,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-347,AAA Anahiem suite 255 add new circuits,Add new circuits and outlets,5550 E. Santa Ana Cnyn #255,Anaheim,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/20/2018," $5,984 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-348,B|Braun Medical Pac 90 AC upgrades,(14) new rooftop units (R.O.M),2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,8/1/2018,,,,,,,,,,,,,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-349,Blizzard B16 Overwatch,Reconfigure walls and ceilings,16253 Laguna Canyon Rd.,Irvine,CA, 441 OC ," 1,185 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,8/1/2018," $38,242 ", $32.27 ,,,,,,,,,,Awarded,, $- ,,,,,,,,,HBC,Tom Listerud,,,,,,,,,,,,,,,,,,,,,
18-350,CHOC LA Flow Bell rework for Redhawk,Rework conduit for flow bell,4650 Sunset Blvd,Los Angeles,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/26/2018," $9,680 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-351,AAA Costa Mesa 2nd floor cubical power rework,Rework power for new cubical config,3333 Fairview ,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/28/2018," $6,250 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-352,PSJMC Pharmacy UPS,Pharmacy Remodel/ HVAC work,501 S. Buena Vista St.,Burbank,CA, 11 LA , 800 , Hospital , Select Bid List , Engineered , Don V , Est. , CA ,8/8/2018," $220,687 ", $276 ,,,,,,,,,,Lost,0%, $- ,,,,,,,,,Snyder Langston,L.Whitten,,,,,,,,,,,,,,,,,,,,,
18-353,AAA LA Bld A 2nd Floor new outlets,2 new L6-30 outlets,2601 S Figueroa St,Los Angeles,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/28/2018," $3,968 ",,,,,,,,,,,Pending,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-354,Lakeshore Tower Retroom & Janitors Closet Addition,New restrm. & janitors Closet ,18155 Von Karman Ave.,Irvine,CA, 441 OC , 778 , TI , Select Bid List , Engineered , Don V , Est. , CA ,8/13/2018," $52,382 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-355,Boardwalk 18575 2nd Flr. Spec Suite,Office Tenant Improvement,18575 Von Karman Ave,Irvine,CA, 441 OC ," 6,326 ", TI , Budget , Engineered , Frank , Est. , CA ,7/31/2018," $226,324 ", $35.78 ,,,,,,,15.00%,5.00%,,Unknown,30%, $- ,,,,,,,,,HBC,S.Stevens,,,,,,,,,,,,,,,,,,,,,
18-356,Paciolan,Office Tenant Improvement,"5291 California Ave,",Irvine,CA, 441 OC ," 36,512 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,8/7/2018," $681,282 ", $18.66 ,,,,,,,,,,Awarded,, $- ,,,,,,,,,Turelk,Jeff Turi,HBC,B. Brimmer,,,,,,,,,,,,,,,,,,,
18-357,"B|Braun Medical, Duplex",Power for floor polishing machines,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,7/31/2018," $13,745 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-358,"B|Braun Medical, Conference Room",LED fixtures and switches,2801 Jamboree,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Brian , S.P. , CA ,7/31/2018," $3,982 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-359,AAA new cable and backboard Ladera Ranch,Add new backboard and cable,27592 Antonio Pkwy,Ladera Ranch,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/31/2018," $1,150 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-360,"B|Braun Medical, PAB Blue Capper",Disconnect and Reconnect,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,8/1/2018," $21,000 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-361,"B|Braun Medical, Excel/QA/PIC",R&R Fixtures,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Brian , S.P. , CA ,8/1/2018," $65,627 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-362,"B|Braun Medical, Facilities Offices",R&R Fixtures,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Brian , S.P. , CA ,8/1/2018," $32,211 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-363,"B|Braun Medical, Grissley Vacuum",Power up Grissley Machine,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,8/3/2018," $6,226 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-364,OCC Chiller breaker replacement,2 new buckets for Chiller feeds,3333 Fairview ,Costa Mesa,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/3/2018," $16,975 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-365,The District at South Bay / Fashion Outlets of LA,UG Infrastructure Impovements,20400 S. Main Street,Carson,CA, 11 LA ," 6,383,920 ", Site , Select Bid List , Engineered , Steve  , Est. , CA ,8/14/2018," $897,922 ", $0.14 ,,,,,,,,,,Lost,, $- ,,,,,,,,,Snyder Langston,Jerelee Latcha,,,,,,,,,,,,,,,,,,,,,
18-366,GPISC Restaurant ,Restaurant Tenant Improvement,,Irvine,CA, 441 OC ,, TI , Budget , Engineered , Frank , Est. , CA ,8/8/2018," $61,485 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,Swinerton,J. Drake,,,,,,,,,,,,,,,,,,,,,
18-367,Edwards THV - R&I ,Clean Room Improvements,1441 McGaw,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Brian , S.P. , CA ,8/20/2018," $203,428 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-368,FVRH replace bad breakers,Replace bad breakers in existing gear,17100 Euclid,Fountain Valley,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/8/2018," $14,530 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-369,"Blizzard B1, 3rd Flr. RR Upgrade",Restroom Upgreade,1 Blizzard Way,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Frank , Est. , CA ,8/10/2018," $13,253 ",,,,,,,,,,,Unknown,50%, $- ,,,,,,,,,HBC,T. Listerud,,,,,,,,,,,,,,,,,,,,,
18-370,Chevron - 9RES,Fire Alarm,Chevron,El Segundo,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,8/10/2018," $17,000 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-371,Compass T.I.,Office Tenant Improvement,680 E. Colorado Blvd.,Pasadena,CA, 11 LA ," 4,131 ", TI , Competitive , Engineered , Frank , Est. , CA ,8/17/2018," $121,661 ", $29.45 ,,,,,,,15.00%,5.00%,,Lost,30%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-372,Malcom Intl guard shack power,Guard shack power,2493 Pomona-Rincon Rd,Corona,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/15/2018," $2,440 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-373,Epson Long Beach Rm 2817 lighting,R&R 3 fixtures in room 2817,3840 Kilroy Airport Way,Long Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/14/2018," $2,970 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-374,Epson Carson Power for Big Fans,Power feed for 2 big fans,1650 Glenn Curtiss,Carson,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/14/2018," $3,880 ",, $900 , $350 ," $1,400 ",,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-375,"B|Braun Medical, E3 Open Office",Power Feed to new cubicles,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Brian , S.P. , CA ,8/15/2018," $16,271 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-376,Hoag NB Suite 305,3rd Floor T.I.,500 Superior Ave. 3305,Newport Beach,CA, 441 OC ," 1,300 ", TI , Select Bid List , Engineered , Don V , Est. , CA ,8/17/2018," $58,133 ", $44.72 ,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-377,AES Los Alamitos-Huntington Beach,FA Backbone Sytem ,,,CA, 441 OC ,,,,,,,,,,,,,,,,,,,,,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-378,"B-Braun Medical, Mixing Mechanic",Power for pin and sleeve,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,8/16/2018," $2,286 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-379,Epson Carson Surepress power outlets,new power to surepress area,1650 Glenn Curtiss,Carson,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/16/2018," $2,974 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-380,"B|Braun Medical, Tustin Warehouse",Light study,1200 Valencia,Tustin,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,8/25/2018,,,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-381,HHNB North Tower Floors 2-3 INP,Hospital Tenant Improvement,"1 Hoag Dr,",Newport Beach,CA, 441 OC ," 4,182 ", Hospital , Budget , Engineered , Frank , Est. , CA ,8/17/2018," $269,589 ", $64.46 ,,,,,,,,,,Unknown,30%, $- ,,,,,,,,,HBC,G. West,,,,,,,,,,,,,,,,,,,,,
18-382,2160 E. Grand,Demo ,2160 E. Grand Ave.,El Segundo,CA, 11 LA ,, TI , Budget , Engineered , Frank , Est. , CA ,8/17/2018," $136,049 ",,,,,,,,15.00%,5.00%,,Unknown,30%, $- ,,,,,,,,,Snyder Langston,L. Witten,,,,,,,,,,,,,,,,,,,,,
18-383,AAA Inglewood Demark modification,Modify demark,3372 W Century  Blvd,Inglewood,CA, 441 OC ,, Site , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,8/17/2018," $3,300 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-384,Lakeshore Plaza @ Dos Lagos,Ground Up Office Building,4140 Temescal Canyon Rd. ,Corona,CA, 440 RS ," 140,000 ", Shell , Budget , Engineered , Frank , Est. , CA ,8/24/2018," $2,095,446 ",,,,,,,,15.00%,8.00%,,Lost,10%, $- ,,,,,,,,,Snyder Langston,F. Wallitch,,,,,,,,,,,,,,,,,,,,,
18-385,Greystar,Office Tenant Improvement,620 Newport Center Dr. ,Newport Beach,CA, 441 OC ," 13,089 ", TI , Competitive , Engineered , Steve  , Est. , CA ,8/23/2018," $347,358 ", $26.54 ,,,,,,,,,,Lost,, $- ,,,,,,,,,HBC,,,,,,,,,,,,,,,,,,,,,,
18-386,Kaiser Playa Del Vista T.I. ,Design Assist MOB,,Playa Vista,CA, 11 LA ,, Hospital , Negotiated , Design/ Assist , Frank , Est. , CA ,8/21/2018,,,,,,,,,,,,Bidding,, $- ,,,,,,,,,Swinerton,Da Asian,,,,,,,,,,,,,,,,,,,,,
18-387,Jones Day,Office Tenant Improvement,3161 Michaelson Dr,Irvine,CA, 441 OC ," 6,128 ", TI , Public Works , Engineered , Frank , Est. , CA ,8/20/2018," $174,892 ", $28.54 , $460 ," $15,320 ",,,,,15.00%,5.00%,,Unknown,10%, $- ,,,,,,,,,HBC,S. Stevens,,,,,,,,,,,,,,,,,,,,,
18-388,"B|Braun Medical, 2nd Floor QC Offices",Hook up modualr furniture,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Brian , S.P. , CA ,8/21/2018," $11,353 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-389,"B|Braun Medical, Duplex Gowning",LED Fixture Retrofit,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,8/22/2018," $9,994 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-390,Blizzard B25 Suite 200,Office Tenant Improvement,9 Pasteur ,Irvine,CA, 441 OC ," 19,408 ", TI , Select Bid List , Engineered , Frank , Est. , CA ,8/29/2018," $332,551 ",," $16,328 "," $100,005 ", $351 , $20 ," $1,280 "," $6,210 ",,,,Unknown,, $- ,,,,,,,,,Turelk,Criag Powell,,,,,,,,,,,,,,,,,,,,,
18-391,MeKesson Loading dock outlets,New circuits and outlets for fans,,Santa Fe Springs,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/31/2018," $6,988 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
