Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date,  Base Bid  , Cost SF ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments,
15-314,Oakley 5 Minute Line,Tenant Improvement,One Icon,Lake Forrest,CA, 441 OC ,, TI , Competitive , Design/Build , Frank , Est. , CA ,8/12/2015," $1,605,989 ",#DIV/0!,,,,,,,,,,Lost,20%, $- ,,,,,,,,,HBC,Nima Namdar,,,,,,,,,,,,,,,,,,,,,,
15-315,Blizzrd Parking EV charging budget,Add ev chargers to new parking struct.,16235 Alton Parkway,Irvine,CA, 441 OC ,, Parking Structure , Budget , Design/ Assist , Doyle , S.P. , CA ,8/5/2015," $104,000 ",#DIV/0!," $105,000 ",,,,,,,,,Unknown,, $- ,,,,,,,,,TK1SC,Ron Zawadsiki,,,,,,,,,,,,,,,,,,,,,,
15-316,Chevron Radio Building,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-317,Arrow Lift New Campus,Electrical repairs,1000 Leslie,La Habra,CA, 441 OC ,, TI , Budget , Design/Build , Doyle , S.P. , CA ,,,#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,Arrow Lift,Max Hoskins,,,,,,,,,,,,,,,,,,,,,,
15-318,Valley Presbyterian Cath lab UPS,Check UPS and advise,15107 Vanowen St,Van Nuys,CA, 441 OC ,, Hospital , Negotiated , Design/Build , Doyle , S.P. , CA ,8/10/2015," $1,190 ",#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,Nelson Morris,Bruce Nelson,,,,,,,,,,,,,,,,,,,,,,
15-319,Epson Warehouse lighting relocation,Relocate 88 existing fixtures,1650 Glenn Curtiss,Carson,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/12/2015," $9,940 ",#DIV/0!," $1,300 "," $1,950 ",,,,,,,,Awarded,, $- ,,,,,,,,,Epson,Vincent Lam,,,,,,,,,,,,,,,,,,,,,,
15-320,Hotel Irvine replace feeder to 300 KVA kitchen transformer,Replace feeder to kitchen transformer,Jamboree,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/12/2015," $29,947 ",#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,Hotel Irvine,John Doane,,,,,,,,,,,,,,,,,,,,,,
15-321,SpaceX Recovery Boat repairs,Repair items on recovery boat,San Pedro dock,San Pedro,CA, 11 LA ,, Specialty , Select Bid List , Design/Build , Doyle , S.P. , CA ,," $2,500 ",#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,SpaceX,Dave Marcin,,,,,,,,,,,,,,,,,,,,,,
15-322,"HHCI Bldg D, Urgent Care",Bldg D TI,16205 Sand Canyon,Irvine,CA, 441 OC ," 4,314 ", Hospital , Competitive , Engineered , Rudy , Est. , CA ,8/26/2015," $211,701 ", $49 ," $10,357 ",,,,,,,,,Awarded,, $- ,,,,,,,,,Snyder Langston,Peter Joeng,,,,,,,,,,,,,,,,,,,,,,
15-323,EMC2 Upstair office cubical relocation,Power disconnect and reconnect cubical,135 Technology,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/11/2015," $11,734 ",#DIV/0!,,,,,,,,,,Unknown,, $- ,,,,,,,,,EMC2,Adam Goldberg,,,,,,,,,,,,,,,,,,,,,,
15-324,Mazda Renyonlds EV power circuits,New power for Level 2 and Level 3 charger,1421 Reynolds,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/14/2015," $8,770 ",#DIV/0!,,,,,,,,,,Unknown,, $- ,,,,,,,,,Mazda,Ken Cogliano,,,,,,,,,,,,,,,,,,,,,,
15-325,Bbraun Excel Plastics Injection Mold maching,New power for injection mold change,2525 MacGaw,Irvine,CA, 441 OC ,, Comercial , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,8/15/2015," $79,602 ",#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-326,Magic White Laundry Temp Generator Connection,Connect for Temp Genset,412 Roosevelt,City of Industry,CA, 11 LA ,, Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/15/2015," $54,000 ",#DIV/0!," $35,000 ",,,,,,,,,Unknown,, $- ,,,,,,,,,Quinn Power,Jason Bradley,,,,,,,,,,,,,,,,,,,,,,
15-327,Del Dereve Bath room lighting retrofit,Retrofit bath lighting,,Newport Beach,,,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/15/2015,,#DIV/0!,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-328,Bbraun new controls conduit and wire for MD Services,New conduit and wire for cf controls,2525 MacGaw,Irvine,CA, 441 OC ,, Comercial , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,8/15/2015," $3,447 ",#DIV/0!, $280 ,,,,,,,,,Unknown,, $- ,,,,,,,,,MD Services,Ralph Gallardo,,,,,,,,,,,,,,,,,,,,,,
15-329,Regus Cerritos Towne Center Room 614,Add outlets and data jacks in Room 614,17777 Center Court Dr,Cerritos,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/19/2015," $2,965 ",#DIV/0!, $380 ,,,,,,,,,Unknown,, $- ,,,,,,,,,QSI,Dan McFarren,,,,,,,,,,,,,,,,,,,,,,
15-330,ASM Restack III,Furniture Restack,1400 So. Douglass Road,Anaheim,CA, 441 OC ,, TI , Negotiated , Design/Build , Frank , Est. , CA ,8/20/2015," $40,186 ",#DIV/0!,,,,,,,,,,Unknown,, $- ,,,,,,,,,HBC,J. Scarpinato,,,,,,,,,,,,,,,,,,,,,,
15-331,HHI Fiber Conduit Install,Conduit for Fiber ,16200 Sand Canyon,Irvine,CA, 441 OC ,, Hospital , Negotiated , Engineered , Frank , Est. , CA ,8/28/2015,,#DIV/0!,,,,,,,,,,Not Bid,, $- ,,,,,,,,,Nelson + Morris,,,,,,,,,,,,,,,,,,,,,,,
15-332,HHI Fluoroscopy Remodel/Special Procedure Rm Equip,Tenant Improvement,16200 Sand Canyon,Irvine,CA, 441 OC ,, Hospital , Negotiated , Engineered , Steve  , Est. , CA ,8/28/2015," $83,187 ",#DIV/0!,,,,,,,,,,Unknown,, $- ,,,,,,,,,Nelson + Morris,,,,,,,,,,,,,,,,,,,,,,,
15-333,Newport Eye misc repairs,Misc repairs in office area,522 Old Newport Blvd,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/21/2015,,#DIV/0!,,,,,,,,,,Awarded,, $- ,,,,,,,,,Dr Evan Thomas,Patty,,,,,,,,,,,,,,,,,,,,,,
15-334,Cylance Two new poke thru connections,2 new poke thru connections,18201 Von Karman suite 700,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/21/2015," $4,377 ",#DIV/0!,,,,,,,,,,Unknown,, $- ,,,,,,,,,Cylance,Tom Lee,,,,,,,,,,,,,,,,,,,,,,
15-335,Bbraun Still compressor Fans,3 new compressor fan contols,2525 MacGaw,Irvine,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/24/2015," $14,770 ",#DIV/0!,,,,,,,,,,Unknown,, $- ,,,,,,,,,Bbraun,Bob Panza,,,,,,,,,,,,,,,,,,,,,,
15-336,Blizzrard Bld #2 Boring Project,Relocate Fiber for Parking structure,16225 Alton Parkway,Irvive,CA, 441 OC ,, Site ,,, Todd L ,, CA ,,,#DIV/0!,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-337,Paclife add outlet and data stub,Add one outlet and data stub,700 Newport Center Dr.,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle ,, CA ,8/24/2015, $997 ,#DIV/0!,,,,,,,,,,Unknown,, $- ,,,,,,,,,PacLife,Dan Saunders,,,,,,,,,,,,,,,,,,,,,,
15-338,Lugano Diamond Ceiling Fixture,Replace ceiling fixture,Montage Hotel,Laguna Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle ,, CA ,8/24/2015, $600 ,#DIV/0!,,,,,,,,,,Unknown,, $- ,,,,,,,,,Lugano Diamond,David Stillwagon,,,,,,,,,,,,,,,,,,,,,,
15-339,OCMMC MOB,2 story MOB,9930 Talbert Ave.,Fountain Valley,CA, 441 OC ," 47,500 ", Hospital , Budget , Design/ Assist , Steve  , Est. , CA ,9/1/2015," $1,728,758 ", $36 ,,,,,,,,,,Lost,, $- ,,,,,,,,,Layton Const.,Logan Deal,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
